id;name;bezeichnung;zusammenfassung;start;ende;gesamt;satz;kofinanzierung;plz;land;themenfeld
90;"FrauSuchtZukunft Verein zur Hilfe suchtmittelabhängiger Frauen e. V.";"tiebrA - Berufliche Integration";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  
 
  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2015-11-04;2018-09-30;1.111;49,10%;565.856;10969;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
93;"Tannenhof Berlin-Brandenburg e. V.";"Gesundheit und Lernen";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  
  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2015-11-04;2018-09-30;719.303;48,11%;373.239;12049;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
96;"Tannenhof Berlin-Brandenburg e. V.";"Gesundheit und Lernen";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  
  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2015-11-04;2018-09-30;719.303;48,11%;373.239;12049;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
99;"vista - Verbund für integrative soziale und therapeutische Arbeit gGmbH";"ABO Modular";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  
 
  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2015-12-01;2018-09-30;1.671;47,82%;872.442;12043;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
102;"vista - Verbund für integrative soziale und therapeutische Arbeit gGmbH";"ABO Modular";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  
 
  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2015-12-01;2018-09-30;1.671;47,82%;872.442;12043;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
105;"Stiftung SYNANON";"Qualifizierung und Beschäftigung V";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für
langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin
aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder
anderen gesetzlichen Grundlagen gefördert werden können.
Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2015-11-01;2018-09-30;1.255;49,29%;161.325;13051;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
108;"Stiftung SYNANON";"Qualifizierung und Beschäftigung V";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für
langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin
aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder
anderen gesetzlichen Grundlagen gefördert werden können.
Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2015-11-01;2018-09-30;1.255;49,29%;161.325;13051;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
111;"Fixpunkt gGmbH";"BeTaMix - Beschäftigung, Tagesstruktur und Maßnahmen zur Qualifizierung suchtmittelabhängiger Menschen";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können. 
  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2015-11-01;2018-09-30;1.428;49,11%;724.996;10999;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
114;"Fixpunkt gGmbH";"BeTaMix - Beschäftigung, Tagesstruktur und Maßnahmen zur Qualifizierung suchtmittelabhängiger Menschen";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können. 
  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2015-11-01;2018-09-30;1.428;49,11%;724.996;10999;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
117;"Prüfbehörde EU-Finanzkontrolle, Antikorruption ESF";"Prüfungen durch Wirtschaftsprüfungsgesellschaft der ESF Prüfbehörde";;2015-05-25;2023-12-31;4.243;35,35%;2.743;10825;DE300;"121 - Vorbereitung, Durchführung, Begleitung und Kontrolle"
120;"Prüfbehörde EU-Finanzkontrolle, Antikorruption ESF";"Prüfungen durch Wirtschaftsprüfungsgesellschaft der ESF Prüfbehörde";;2015-05-25;2023-12-31;4.243;35,35%;2.743;10825;DE300;"121 - Vorbereitung, Durchführung, Begleitung und Kontrolle"
123;"Senatsverwaltung für Wirtschaft, Energie und Betriebe";"Wissenschaftliche Begleitung des Operationellen Programms für den ESF in der Förderperiode 2014-2020";;2015-09-08;2023-12-31;1.297;50%;648.835;10825;DE300;"122 - Bewertung und Studien"
126;"Senatsverwaltung für Wirtschaft, Energie und Betriebe";"Wissenschaftliche Begleitung des Operationellen Programms für den ESF in der Förderperiode 2014-2020";;2015-09-08;2023-12-31;1.297;50%;648.835;10825;DE300;"122 - Bewertung und Studien"
129;"BUS gGmbH";PerspektivWechsel;"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-04-01;2018-03-31;424.508;49%;216.499;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
132;"BUS gGmbH";PerspektivWechsel;"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-04-01;2018-03-31;424.508;49%;216.499;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
135;"BUS gGmbH";"USE Digital 1.0";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2017-12-31;435.2;49%;221.952;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
138;"BUS gGmbH";"USE Digital 1.0";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2017-12-31;435.2;49%;221.952;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
141;"BUS gGmbH";"Neue Wege keine Hürden +";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2017-12-31;424.508;49%;216.499;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
144;"BUS gGmbH";"Neue Wege keine Hürden +";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2017-12-31;424.508;49%;216.499;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
147;"BUS gGmbH";"Qualifizierung innovativ und Zertifiziert - QuiZ";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-04-01;2018-03-31;424.508;49%;216.499;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
150;"BUS gGmbH";"Qualifizierung innovativ und Zertifiziert - QuiZ";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-04-01;2018-03-31;424.508;49%;216.499;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
153;"Comhard Ges. f. Bildung und Personalentwicklung mbH";"Kaufmännisches Training für Menschen mit gesundheitlichen Einschränkungen";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-02-29;2017-11-27;276.935;50%;138.467;10367;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
156;"Comhard Ges. f. Bildung und Personalentwicklung mbH";"Kaufmännisches Training für Menschen mit gesundheitlichen Einschränkungen";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-02-29;2017-11-27;276.935;50%;138.467;10367;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
159;"FrauenComputerZentrumBerlin e. V.";"Porta - Medienkompetenz und Work-Life-Balance für den beruflichen Wiedereinstieg";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2018-01-31;733.249;49,91%;362.283;10997;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
162;"FrauenComputerZentrumBerlin e. V.";"Porta - Medienkompetenz und Work-Life-Balance für den beruflichen Wiedereinstieg";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2018-01-31;733.249;49,91%;362.283;10997;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
165;"ComFort-Schulungszentrum GmbH";"MmB VMC_06 Vermittlungscoaching Begleitung und Hilfe bei der Arbeitsplatzsuche";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2017-12-31;116.159;46,31%;58.291;13156;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
168;"ComFort-Schulungszentrum GmbH";"MmB VMC_06 Vermittlungscoaching Begleitung und Hilfe bei der Arbeitsplatzsuche";"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können";2016-01-01;2017-12-31;116.159;46,31%;58.291;13156;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
171;"Die Wille gGmbH";"AMI - Arbeitsmärkte inklusiv gestalten";"Durchführung  von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit  Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF),  die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen  gefördert werden können";2016-03-01;2016-12-31;167.917;49,94%;67.159;13349;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
174;"Die Wille gGmbH";"AMI - Arbeitsmärkte inklusiv gestalten";"Durchführung  von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit  Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF),  die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen  gefördert werden können";2016-03-01;2016-12-31;167.917;49,94%;67.159;13349;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
177;"Diakonisches Werk Berlin-Stadtmitte e. V.";"Individuelle Begleitung zu und in Qualifikationsmaßnahmen für Menschen mit seelischer Erkrankung";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  
 Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2016-01-01;2017-12-31;119.035;45,51%;64.86;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
180;"Diakonisches Werk Berlin-Stadtmitte e. V.";"Individuelle Begleitung zu und in Qualifikationsmaßnahmen für Menschen mit seelischer Erkrankung";"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  
 Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.";2016-01-01;2017-12-31;119.035;45,51%;64.86;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
